iter	Logloss
247	0.1968269281
248	0.1967834165
249	0.1966703569
250	0.19666286
251	0.1965318861
252	0.1964238913
253	0.1963590468
254	0.1962571703
255	0.1962214915
256	0.1960941783
257	0.196051518
258	0.1959528846
259	0.1957924304
260	0.1957249076
261	0.1956152263
262	0.1954831267
263	0.1954334031
264	0.1953652004
265	0.1952945482
266	0.1952068315
267	0.195058492
268	0.1949726573
269	0.1948282864
270	0.1945128658
271	0.194368768
272	0.1942464648
273	0.1942074384
274	0.194049692
275	0.1939657044
276	0.19367647
277	0.1935791511
278	0.193477387
279	0.1933454279
280	0.1932162221
281	0.1930820331
282	0.192996608
283	0.1928933997
284	0.1927956939
285	0.1927376021
286	0.192664119
287	0.1925600032
288	0.1924517086
289	0.1923243633
290	0.1922292422
291	0.1921646627
292	0.1920858269
293	0.1920470228
294	0.1919235363
295	0.1918156969
296	0.1917194648
297	0.1915819429
298	0.191531712
299	0.191420343
300	0.1912933417
301	0.1911995362
302	0.1909617534
303	0.190867339
304	0.1907914011
305	0.1906187091
306	0.1904830317
307	0.1903851519
308	0.1902843877
309	0.1900540429
310	0.1898736144
311	0.1897923078
312	0.1897147905
313	0.1896281781
314	0.1895555329
315	0.1894439885
316	0.1893681202
317	0.1891899658
318	0.1890145232
319	0.1889047803
320	0.1888119467
321	0.1886847821
322	0.1885873868
323	0.1885081228
324	0.1883872236
325	0.1883221101
326	0.1881449181
327	0.1879947328
328	0.1879084376
329	0.1878309979
330	0.1877295551
331	0.1876233553
332	0.1875490691
333	0.1874028002
334	0.1873273722
335	0.1871988999
336	0.1871199036
337	0.1870386867
338	0.1868893727
339	0.1868222166
340	0.1867721263
341	0.1866603169
342	0.1865489786
343	0.1864124191
344	0.1863340826
345	0.1862553031
346	0.1861824022
347	0.1860947927
348	0.1860530706
349	0.1859546233
350	0.1859321915
351	0.1858580405
352	0.1857146601
353	0.1856133806
354	0.1855214169
355	0.1854076385
356	0.1853268553
357	0.1852301253
358	0.1851675469
359	0.1850922715
360	0.185021887
361	0.1849182156
362	0.184853861
363	0.1847479984
364	0.1846031858
365	0.184547775
366	0.1845171303
367	0.1844741393
368	0.1844009292
369	0.184331139
370	0.184278025
371	0.1842137775
372	0.1841146489
373	0.1840127778
374	0.1838691792
375	0.1837882273
376	0.1837438215
377	0.1836325916
378	0.1834022107
379	0.1831806799
380	0.1830109352
381	0.1829728779
382	0.1829297651
383	0.1828918725
384	0.1828119311
385	0.1827971917
386	0.1827135307
387	0.1826500153
388	0.1825216809
389	0.1824477721
390	0.1822844589
391	0.1821268958
392	0.1819937254
393	0.1819386251
394	0.1818263164
395	0.1816781429
396	0.1816160369
397	0.1815540662
398	0.1814687669
399	0.1814201529
400	0.181319647
401	0.1812619407
402	0.181111307
403	0.1810928853
404	0.1810116617
405	0.1809664716
406	0.1808671904
407	0.1807994561
408	0.1807661184
409	0.1805820425
410	0.1803923035
411	0.1802716105
412	0.1801867033
413	0.1801347953
414	0.1799710056
415	0.1799099678
416	0.1798598079
417	0.1797877837
418	0.1797199945
419	0.1796281861
420	0.1794950612
421	0.1794063742
422	0.1793398178
423	0.1792497427
424	0.1792059554
425	0.1791669718
426	0.179128952
427	0.1790422486
428	0.1788957094
429	0.1788391823
430	0.1788037109
431	0.1787564823
432	0.1787222571
433	0.1785795901
434	0.1785128583
435	0.1784454493
436	0.178356607
437	0.1781487702
438	0.1780917238
439	0.1780319803
440	0.1779796935
441	0.1779692091
442	0.1779179918
443	0.1777948199
444	0.1776712424
445	0.1776087055
446	0.1774965454
447	0.1774390719
448	0.1773185703
449	0.1772127346
450	0.1771367137
451	0.1770747442
452	0.1770255119
453	0.1769719817
454	0.1768908116
455	0.1767942462
456	0.1767143798
457	0.1766760468
458	0.1766300509
459	0.1765870974
460	0.1765192721
461	0.1764080489
462	0.1763531454
463	0.1762740875
464	0.1762140843
465	0.1761180838
466	0.1760809299
467	0.1759668344
468	0.1759198627
469	0.1758503255
470	0.1758099312
471	0.1756383488
472	0.1755105015
473	0.1754648496
474	0.1754116326
475	0.1753464066
476	0.1751921657
477	0.1751516804
478	0.1750496326
479	0.174901107
480	0.174836304
481	0.1747763436
482	0.1747104698
483	0.1746332041
484	0.1745700836
485	0.1745223638
486	0.1744506997
487	0.1743932811
488	0.1743529484
489	0.1742534477
490	0.1742008999
491	0.1741164452
492	0.1739734623
493	0.1739019682
494	0.1738778138
495	0.173796455
496	0.1737189979
497	0.1736691806
498	0.1736037017
499	0.1735016391
500	0.1734493015
501	0.1733335408
502	0.1732226415
503	0.173156322
504	0.1731028226
505	0.1730499
506	0.1730224569
507	0.1729876589
508	0.172846408
509	0.1727578427
510	0.1726879736
511	0.1726059415
512	0.1725686512
513	0.172473969
514	0.1724104778
515	0.172365823
516	0.1722602817
517	0.1721500343
518	0.1720889844
519	0.1720177246
520	0.1719558662
521	0.1719140919
522	0.1718374915
523	0.1717425965
524	0.1717044456
525	0.1715616608
526	0.1714785365
527	0.1714089511
528	0.1713383189
529	0.1712406801
530	0.1710975553
531	0.1710395077
532	0.1709931009
533	0.1709033404
534	0.170804256
535	0.1707918187
536	0.1707319414
537	0.1706779734
538	0.1705508329
539	0.170495319
540	0.1704505345
541	0.1703149668
542	0.1702306152
543	0.1701901004
544	0.170084871
545	0.1700086333
546	0.1699774491
547	0.1699024522
548	0.1698169829
549	0.1697396021
550	0.1696932823
551	0.1696280416
552	0.1695670854
553	0.1694448116
554	0.1693951055
555	0.1692777092
556	0.1691620301
557	0.1690592796
558	0.1689890222
559	0.1688798817
560	0.1687795418
561	0.1687402437
562	0.1686705245
563	0.1686048314
564	0.1684419732
565	0.168391306
566	0.168345096
567	0.1682664637
568	0.1681675506
569	0.1681194787
570	0.1680410526
571	0.1679744573
572	0.167951102
573	0.1678550894
574	0.1678100104
575	0.167683946
576	0.1676191819
577	0.1675547389
578	0.1674917214
579	0.1674579125
580	0.1674103693
581	0.1673683033
582	0.1672801985
583	0.1672093227
584	0.1671407425
585	0.1671084099
586	0.1670519136
587	0.1669530139
588	0.1668690611
589	0.166838237
590	0.1667445507
591	0.1667055003
592	0.1666672891
593	0.1665887304
594	0.166521573
595	0.1664581245
596	0.1663685876
597	0.1663129639
598	0.1662605982
599	0.1661961673
600	0.166157003
601	0.1661149544
602	0.1660503695
603	0.1659172219
604	0.1658584407
605	0.1658152838
606	0.1657613373
607	0.1656951262
608	0.1656515128
609	0.1656138156
610	0.165589613
611	0.1655385389
612	0.1654769054
613	0.1653766204
614	0.1653002742
615	0.1652396246
616	0.1651598278
617	0.1650911619
618	0.1650141987
619	0.1649703243
620	0.1648867851
621	0.1647831927
622	0.1647208686
623	0.1646415483
624	0.164607813
625	0.1645663867
626	0.164533148
627	0.1644763786
628	0.16441705
629	0.1643981773
630	0.1643565757
631	0.1642984705
632	0.1642239942
633	0.1641814838
634	0.1641058872
635	0.1640279977
636	0.1639466269
637	0.1638998346
638	0.1638395169
639	0.1637740968
640	0.1637225208
641	0.1636566015
642	0.1636230134
643	0.1635565172
644	0.1634821735
645	0.163441478
646	0.1633889409
647	0.1633351175
648	0.1632747342
649	0.163191187
650	0.1631277787
651	0.1630382591
652	0.1629911389
653	0.1629417326
654	0.1628713949
655	0.1628223981
656	0.1627820293
657	0.1626956792
658	0.1626458713
659	0.1625811513
660	0.1625422093
661	0.1625088354
662	0.1624568056
663	0.1624207226
664	0.1623962028
665	0.1623141346
666	0.162259662
667	0.1622306797
668	0.1620756263
669	0.1620286573
670	0.1619822773
671	0.1619242819
672	0.1618767253
673	0.1617886701
674	0.1617163528
675	0.1616838475
676	0.1616500747
677	0.1616006269
678	0.1615264023
679	0.1614443314
680	0.1613802431
681	0.161351139
682	0.1612716166
683	0.1611812538
684	0.1611228568
685	0.1610840165
686	0.1610256409
687	0.1609603708
688	0.1609105147
689	0.1608587847
690	0.1607926178
691	0.16069993
692	0.1606315251
693	0.1605696829
694	0.1604870217
695	0.1604533962
696	0.1603856619
697	0.1603328879
698	0.1602804726
699	0.1602155545
700	0.1601580583
701	0.1601008753
702	0.1600320916
703	0.1599922327
704	0.1599308897
705	0.1598923225
706	0.1598805986
707	0.1598317812
708	0.1597885748
709	0.1597446602
710	0.1596875816
711	0.1596281339
712	0.159607564
713	0.1595454567
714	0.1594697972
715	0.1594021084
716	0.1593701038
717	0.1593379158
718	0.1592914729
719	0.1592567377
720	0.1591785806
721	0.1591386655
722	0.1590644448
723	0.1590378838
724	0.1589625402
725	0.1589041499
726	0.1588774832
727	0.1588256983
728	0.1587406493
729	0.1587123617
730	0.1586682812
731	0.1586102322
732	0.1585399962
733	0.1584766522
734	0.1584112388
735	0.1583266636
736	0.1582748855
737	0.1582343038
738	0.1581729153
739	0.1581438727
740	0.158056575
741	0.158024114
742	0.157952668
743	0.1578555432
744	0.1577772669
745	0.1577230607
746	0.1576875774
747	0.1576453279
748	0.1575868078
749	0.1575535102
750	0.1575175463
751	0.1574537445
752	0.1574287388
753	0.1573398175
754	0.1572779364
755	0.1572160995
756	0.1571651874
757	0.1571327437
758	0.1570903082
759	0.1570345306
760	0.1569770318
761	0.1569360244
762	0.1569027964
763	0.1568090405
764	0.1567647338
765	0.1567334225
766	0.156713214
767	0.1566666734
768	0.1566404041
769	0.1566130842
770	0.1565574967
771	0.1565174959
772	0.1564576213
773	0.1563952623
774	0.1563291864
775	0.1562504698
776	0.1561921264
777	0.1561187289
778	0.1560606317
779	0.1560241378
780	0.1559003127
781	0.1558507284
782	0.1558274908
783	0.1557944984
784	0.1557335168
785	0.1556798928
786	0.1556395668
787	0.1555959066
788	0.155550339
789	0.1554984819
790	0.1554646663
791	0.1554191991
792	0.1553905152
793	0.1553337432
794	0.1552537711
795	0.1551752914
796	0.155142845
797	0.1550989814
798	0.1550375005
799	0.1549414036
800	0.1548997511
801	0.1548577372
802	0.1548239618
803	0.1547609242
804	0.1547153031
805	0.1546534542
806	0.1546058213
807	0.1545618104
808	0.1545200816
809	0.1544849864
810	0.1544489596
811	0.1544025153
812	0.1543445962
813	0.1542708119
814	0.1542228699
815	0.1541662517
816	0.1541149755
817	0.1540850321
818	0.154054204
819	0.1539898401
820	0.1539630435
821	0.1539036587
822	0.1538416826
823	0.153802181
824	0.1537391422
825	0.1536798698
826	0.1536278119
827	0.1535754903
828	0.1535245393
829	0.1534453436
830	0.1533807052
831	0.1533425589
832	0.1532867325
833	0.1532146092
834	0.1531527589
835	0.1531209437
836	0.153086335
837	0.1530362728
838	0.1530162336
839	0.1529460526
840	0.1528839151
841	0.1528181585
842	0.1527874368
843	0.1527305322
844	0.1526818955
845	0.1526630917
846	0.1526106235
847	0.1525817905
848	0.1525670717
849	0.1525471162
850	0.1525127746
851	0.1524564094
852	0.1523926464
853	0.1523356749
854	0.1522957638
855	0.1522619923
856	0.1522156331
857	0.1521824947
858	0.1521008742
859	0.1520400934
860	0.1519847783
861	0.1519080353
862	0.1518250837
863	0.1517871422
864	0.1517276744
865	0.1516697532
866	0.151611122
867	0.151453304
868	0.1514056156
869	0.151350803
870	0.1513142843
871	0.1512557328
872	0.1511970359
873	0.1511481027
874	0.1511066604
875	0.1510619957
876	0.1510245474
877	0.1509678449
878	0.1509155193
879	0.150837318
880	0.1507940092
881	0.1507407633
882	0.1506758318
883	0.1506175413
884	0.1505111828
885	0.1504650397
886	0.150429116
887	0.1503693865
888	0.150291742
889	0.1502451425
890	0.1502113931
891	0.1501505373
892	0.1501033435
893	0.1500669299
894	0.1500029085
895	0.1499562956
896	0.1499152689
897	0.1498798243
898	0.1498471478
899	0.1497768509
900	0.1497257574
901	0.1496358865
902	0.1495675626
903	0.1495473701
904	0.1495028539
905	0.1494550083
906	0.1493673452
907	0.1493434812
908	0.1493253433
909	0.1492800368
910	0.1492326382
911	0.1491627469
912	0.1491217804
913	0.1490752605
914	0.1489804619
915	0.1489207572
916	0.1488856841
917	0.1488509068
918	0.1488091144
919	0.1487847606
920	0.1487713851
921	0.1487371579
922	0.1486964417
923	0.1486428104
924	0.1485934616
925	0.148555773
926	0.1484823836
927	0.1484498442
928	0.1483964846
929	0.1483251384
930	0.148279249
931	0.1482399683
932	0.1481912446
933	0.1481660716
934	0.1481377545
935	0.1480793662
936	0.1480470744
937	0.1479938139
938	0.1479338449
939	0.1478883355
940	0.1478784782
941	0.1478054836
942	0.1477521475
943	0.1476722028
944	0.1476452409
945	0.1475807478
946	0.1474891462
947	0.1473970607
948	0.147332419
949	0.1472719293
950	0.1472370897
951	0.1471639131
952	0.1471253927
953	0.1470736581
954	0.1470276026
955	0.146992154
956	0.1469580908
957	0.1468906858
958	0.1468517805
959	0.146840479
960	0.1468115957
961	0.1467651494
962	0.1467209813
963	0.1466535896
964	0.1465876368
965	0.1465196074
966	0.1464752552
967	0.1464443234
968	0.1463664942
969	0.1463241985
970	0.1462896702
971	0.1462337989
972	0.1462049879
973	0.1461294944
974	0.1460564369
975	0.1460279264
976	0.1459675003
977	0.1459225785
978	0.145913701
979	0.1458528566
980	0.1457935842
981	0.1457508723
982	0.1456530434
983	0.1456196695
984	0.1455722501
985	0.1455257269
986	0.1455060832
987	0.1454497916
988	0.145362251
989	0.1452804251
990	0.1452230822
991	0.1451691069
992	0.1450978396
993	0.1450407684
994	0.1449802265
995	0.144944122
996	0.1448605387
997	0.1448236439
998	0.1447753792
999	0.1447378801
